GeneID	TranscriptLength
Tb927.10.5880	2751
Tb927.10.5750	1418
Tb927.5.1310	1153
Tb927.6.4470	4665
Tb927.7.2800	1522
Tb927.2.5240	1866
Tb09.160.2900	1938
Tb927.3.1270	1623
Tb09.211.2420	8125
Tb927.7.3760	2808
Tb927.6.2970	1453
Tb927.10.9050	2268
Tb927.1.1600	4887
Tb927.10.170	1424
Tb927.7.1510	2025
Tb09.160.2000	1378
Tb927.10.9910	2526
Tb11.02.1660	5086
Tb927.3.5080	4955
Tb927.10.11630	2752
Tb09.211.0990	825
Tb11.01.6380	1279
Tb927.8.3850	3241
Tb927.8.2210	1707
Tb927.10.9080	3434
Tb927.1.2820	2553
Tb927.1.2850	2556
Tb927.1.2880	2561
Tb927.8.3740	875
Tb11.02.4890	1081
Tb11.01.6070	2682
Tb09.160.4460	1897
Tb927.10.3360	3823
Tb927.10.4510	1454
Tb11.01.4700	6706
Tb11.02.4205	1635
Tb10.v4.0041	1454
Tb927.3.900	1168
Tb11.02.4400	2494
Tb927.10.4430	2618
Tb11.02.4570	NA
Tb11.01.2580	5398
Tb927.10.12660	2979
Tb927.10.310	3749
Tb927.6.820	3418
Tb927.7.4730	3756
Tb927.10.11760	6453
Tb11.01.6600	3258
Tb927.3.2470	3944
Tb927.1.2600	3046
Tb11.v5.0730	NA
Tb11.v5.0767	NA
Tb10.v4.0033	NA
Tb09.160.5480	1924
Tb927.6.220	1392
Tb927.10.11950	1217
Tb927.8.6280	828
Tb09.211.3160	6592
Tb927.1.4370	2839
Tb927.1.4380	1858
Tb09.160.4920	1099
Tb11.01.0830	2508
Tb927.5.2050	1248
Tb09.160.3830	1479
Tb927.6.2990	1144
Tb927.8.2670	1301
Tb927.7.3340	2413
Tb927.8.2720	1339
Tb11.01.3580	1423
Tb11.01.2110	1191
Tb927.8.4790	1414
Tb927.5.3590	2082
Tb927.7.4500	3093
Tb927.4.610	1420
Tb11.v5.0263	NA
Tb927.10.2680	1946
Tb927.7.4310	1580
Tb927.6.2740	1363
Tb927.7.1910	3742
Tb927.8.5680	1923
Tb927.4.2670	1195
Tb927.7.2440	891
Tb11.02.2390	1354
Tb927.10.2350	898
Tb927.10.12700	1721
Tb927.3.1790	2466
Tb927.10.14140	1664
Tb11.v5.0605	NA
Tb11.02.4150	3723
Tb927.3.4070	2177
Tb927.3.4080	2117
Tb927.3.4090	2192
Tb927.3.4100	2175
Tb927.3.4110	3383
Tb09.211.3920	1423
Tb927.10.11980	1013
Tb927.5.3520	1072
Tb927.6.3130	1344
Tb927.6.1850	1931
Tb927.7.2050	2424
Tb11.01.3650	2072
Tb927.4.2800	1543
Tb927.3.4680	2135
Tb09.160.4680	3263
Tb05.5K5.230	441
Tb927.10.12170	1215
Tb927.10.12190	700
Tb09.v4.0017	831
Tb927.3.1550	4273
Tb11.01.8775	1052
Tb927.6.2250	2876
Tb11.01.0340	5207
Tb11.v5.0572	NA
Tb11.v5.0573	NA
Tb11.01.0360	3100
Tb11.02.4880	1507
Tb09.211.1210	2198
Tb927.3.2890	1890
Tb11.01.5260	NA
Tb927.11.13690.1	NA
Tb927.11.13690.2	NA
Tb927.5.2850	2240
Tb11.47.0034	2491
Tb11.02.2060	2138
Tb927.8.810	2197
Tb09.160.3520	1305
Tb927.8.3370	1057
Tb927.3.1120	1052
Tb11.02.0870	1176
Tb927.10.8650	1224
Tb927.1.2190	6320
Tb927.10.11230	1040
Tb927.7.1640	2138
Tb927.7.3790	1854
Tb11.02.0820	1732
Tb11.02.0240	1854
Tb927.10.6240	1220
Tb11.02.3850	841
Tb927.5.4500	629
Tb927.10.12960	1080
Tb927.8.1480	7707
Tb927.10.6800	1577
Tb927.8.2780	6392
Tb927.8.4450	1770
Tb927.10.13540	3613
Tb927.6.4530	1682
Tb927.7.1180	720
Tb927.8.6440	3011
Tb927.3.2000	1205
Tb927.5.1080	1258
Tb927.10.11270	970
Tb927.7.880	1220
Tb927.7.3730	1957
Tb927.10.13570	1028
Tb927.10.14080	1028
Tb927.3.1030	1780
Tb927.10.13720	1808
Tb11.03.0550	2500
Tb927.5.2100	1721
Tb927.4.4230	6606
Tb09.160.3150	3114
Tb927.8.990	2750
Tb11.02.0840	1033
Tb09.211.3370	1683
Tb11.01.8310	1716
Tb11.02.3610	3299
Tb11.01.7000	1095
Tb927.6.4440	2013
Tb11.01.3915	1145
Tb927.3.2930	1312
Tb927.10.12090	875
Tb927.10.12100	905
Tb927.7.320	1329
Tb11.01.3940	838
Tb09.160.5020	1563
Tb927.7.1390	937
Tb927.3.5460	2207
Tb927.10.3500	3436
Tb11.01.5650	3629
Tb927.7.6900	2750
Tb927.10.12020	1407
Tb11.v5.1016	NA
Tb11.v5.0217	NA
Tb11.v5.0281	NA
Tb11.v5.0379	NA
Tb11.v5.0424	NA
Tb11.v5.0425	NA
Tb11.v5.0429	NA
Tb11.v5.0431	NA
Tb11.v5.0456	NA
Tb11.v5.0470	NA
Tb11.v5.0484	NA
Tb11.v5.0546	NA
Tb11.v5.0576	NA
Tb11.v5.0784	NA
Tb11.v5.0821	NA
Tb11.v5.0830	NA
Tb11.v5.0864	NA
Tb11.v5.0865	NA
Tb927.11.1490	2311
Tb11.v5.0654	NA
Tb11.02.0150	1548
Tb927.8.5710	2770
Tb11.47.0033	3552
Tb927.8.7200	3386
Tb11.02.4610	1786
Tb927.4.2650	3322
Tb927.8.7290	1905
Tb11.01.2100	2004
Tb927.7.1190	4787
Tb927.7.1210	4345
Tb927.10.2630	1910
Tb09.211.2250	1365
Tb927.7.7140	1238
Tb09.211.3050	682
Tb11.01.0870	2274
Tb11.02.3360	1879
Tb927.1.1890	4029
Tb927.6.3890	1981
Tb09.211.3310	1578
Tb11.01.1310	1405
Tb927.10.7990	1771
Tb927.4.570	2426
Tb11.03.0760	2759
Tb927.6.3840	2356
Tb927.4.1690	1786
Tb09.v4.0013	5492
Tb11.v5.0214	NA
Tb11.v5.0294	NA
Tb11.v5.0295	NA
Tb11.v5.0325	NA
Tb11.v5.0326	NA
Tb11.v5.0353	NA
Tb11.v5.0532	NA
Tb11.v5.0533	NA
Tb11.v5.0567	NA
Tb11.v5.0594	NA
Tb11.v5.0670	NA
Tb11.v5.0693	NA
Tb11.v5.0713	NA
Tb11.v5.0800	NA
Tb11.v5.0839	NA
Tb11.v5.1020	NA
Tb11.v5.0495	NA
Tb927.10.70	1407
Tb11.v5.0624	NA
Tb927.1.190	2492
Tb927.1.240	7717
Tb927.1.330	853
Tb927.1.90	1778
Tb927.1.450	6291
Tb927.11.18630	2859
Tb11.02.2380	2325
Tb11.1790	1698
Tb927.1.300	6662
Tb927.1.320	769
Tb927.1.350	1955
Tb927.1.410	1746
Tb927.1.430	7268
Tb927.1.500	5672
Tb927.11.18610	2496
Tb11.1800	1179
Tb10.v4.0219	696
Tb10.v4.0220	978
Tb927.2.5384	1176
Tb927.3.5750	675
Tb927.4.190	633
Tb927.5.160	522
Tb11.17.0011	291
Tb11.1810b	NA
Tb927.2.820	1584
Tb927.2.830	1057
Tb927.4.110	1077
Tb11.1810	765
Tb11.0050	954
Tb927.2.1050	1440
Tb927.2.1060	453
Tb927.2.1344	213
Tb927.2.1350	516
Tb927.4.100	1452
Tb11.1780	1749
Tb927.2.220	782
Tb927.2.480	2454
Tb927.2.1150	1432
Tb927.2.1160	991
Tb927.4.220	1035
Tb927.10.110	1482
Tb927.2.1100	1748
Tb927.2.1140	1022
Tb927.2.270	1743
Tb927.6.150	1500
Tb927.2.1130	737
Tb927.5.280	831
Tb927.6.5160	1743
Tb927.2.1120	2136
Tb11.0820	2412
Tb927.4.240	2460
Tb927.6.5170	1011
Tb927.6.5180	1512
Tb927.2.720	438
Tb927.2.980	468
Tb927.2.1330	1809
Tb927.7.1990	2082
Tb927.1.180	2502
Tb927.2.100	2490
Tb927.6.160	2019
Tb927.1.220	2502
Tb927.2.370	2505
Tb927.4.200	2040
Tb927.5.295b	2490
Tb927.2.280	2370
Tb927.2.380	2370
Tb927.2.400	2370
Tb927.2.1180	1740
Tb09.244.2180	1773
Tb927.4.260	1674
Tb927.4.270	1674
Tb927.4.280	1674
Tb927.4.290	1674
Tb927.4.300	1719
Tb927.1.120	2571
Tb927.2.1210	2526
Tb927.2.340	2577
Tb927.2.450	2574
Tb927.2.470	2583
Tb927.2.510	2514
Tb927.2.560	2538
Tb927.1.70	2058
Tb927.2.1170	2028
Tb927.6.140	1839
Tb927.2.240	2025
Tb927.1.420	2028
Tb927.2.1080	2025
Tb927.4.250	2028
Tb927.7.1950	2073
Tb927.7.1960	2073
Tb927.7.1970	2061
Tb927.7.1980	2082
Tb927.7.2000	2076
Tb927.7.2010	2073
Tb927.7.2020	2064
Tb927.7.2030	2067
Tb09.v4.0067	1647
Tb11.v5.0442	NA
Tb927.3.1750	907
Tb927.10.770	2599
Tb927.6.2500	921
Tb927.6.4940	1460
Tb927.3.1070	1347
Tb927.6.2330	890
Tb927.10.10830	1305
Tb927.4.740	1463
Tb09.160.4180	2928
Tb927.5.920	1415
Tb11.01.5195	737
Tb11.01.5200	816
Tb927.4.1710	1296
Tb09.211.0220	1625
Tb927.8.1810	998
Tb09.211.3420	1153
Tb11.v5.0729	NA
Tb11.03.0090	2397
Tb927.3.1230	2847
Tb927.10.5070	1581
Tb927.7.4930	2057
Tb11.v5.0174	NA
Tb927.1.4730	769
Tb927.10.4730	1629
Tb11.v5.0340	NA
Tb11.v5.0851	NA
Tb927.3.2950	3070
Tb11.v5.0807	NA
Tb927.5.1710	1184
Tb11.02.5720	2844
Tb11.v4.0004	1698
Tb11.v4.0005	1673
Tb11.v4.0006	1698
Tb11.v4.0007	1694
Tb927.11.12780	1695
Tb11.v5.0288	NA
Tb11.01.0700	1125
Tb927.5.3170	2164
Tb927.7.3380	1218
Tb927.6.5140	1479
Tb927.2.4890	1344
Tb927.10.920	1320
Tb927.3.5610	1725
Tb11.v5.0276	NA
Tb927.6.1610	1592
Tb927.6.4350	978
Tb927.8.2500	904
Tb927.2.2450	1601
Tb11.v5.0152	NA
Tb927.1.1120	1423
Tb927.8.4290	1211
Tb927.2.2540	543
Tb11.01.6830	843
Tb927.10.14680	1401
Tb927.7.270	1522
Tb927.6.2050	1279
Tb09.211.0720	1223
Tb927.10.12210	1023
Tb11.v5.0212	NA
Tb927.5.288b	744
Tb11.01.5610	3747
Tb927.3.2160	1751
Tb927.10.8880	1893
Tb927.3.3040	1735
Tb927.3.4610	9306
Tb11.47.0011	10579
Tb927.10.6380	1584
Tb11.1410	957
Tb09.211.4150	1716
Tb11.02.1200	1783
Tb11.02.2470	1583
Tb11.39.0007	2005
Tb927.10.780	1069
Tb927.3.5390	3832
Tb927.5.2920	1495
Tb927.7.6190	3507
Tb927.7.770	2129
Tb927.8.3460	3584
Tb11.47.0030	1705
Tb11.v5.0388	NA
Tb09.160.2620	3098
Tb927.10.1810	534
Tb927.5.3740	1706
Tb11.01.7920	3701
Tb927.3.710	3242
Tb927.4.4880	5261
Tb927.8.7580	4645
Tb927.3.5400	1996
Tb927.6.2840	1993
Tb927.10.1630	2246
Tb927.6.3500	7430
Tb11.v5.0252	NA
Tb927.3.3970	1292
Tb11.02.5210	943
Tb927.10.15870	1060
Tb927.7.7280	2090
Tb927.4.1500	6930
Tb927.1.1690	2897
Tb927.10.5440	1649
Tb927.10.5320	2844
Tb11.01.6190	2090
Tb11.v5.0494	NA
Tb11.01.3930	3993
Tb927.4.1990	2015
Tb927.10.10730	4553
Tb11.01.5460	947
Tb927.10.8120	3321
Tb11.01.7490	6095
Tb927.1.100	1883
Tb927.1.60	1983
Tb11.02.5790	578
Tb11.03.0450	4823
Tb927.4.5020	5761
Tb927.8.7400	5761
Tb11.v5.0504	NA
Tb927.10.15150	789
Tb09.211.2090	1262
Tb927.10.980	2116
Tb11.v5.0760	NA
Tb11.01.6090	857
Tb11.01.4820	1239
Tb11.01.1990	1634
Tb927.3.3220	2857
Tb11.03.0050	1194
Tb09.160.5220	3840
Tb927.3.2130	3298
Tb927.6.3230	2030
Tb927.5.1770	2146
Tb927.6.2910	1198
Tb927.7.780	1917
Tb927.3.2190	985
Tb11.01.5570	945
Tb11.01.5590	982
Tb927.8.4170	3897
Tb11.v5.0714	NA
Tb11.03.0790	2218
Tb927.7.3950	3241
Tb11.v5.0244	NA
Tb11.v5.1042	NA
Tb927.2.2470	2534
Tb927.10.9720	1980
Tb927.3.3910	1158
Tb09.211.3670	1196
Tb11.01.8240	872
Tb927.10.14510	3495
Tb927.10.14010	1963
Tb11.02.0570	1809
Tb09.244.0810	NA
tmp.1.20	387
Tb927.3.3422	172
Tb927.3.3431	172
Tb927.3.3439	172
Tb927.3.3448	172
Tb927.7.6882	172
Tb927.1.1370	2127
tmp.1.100	8300
Tb927.10.3690	1501
Tb11.v5.0415	NA
tmp.1.40	1863
tmp.1.60	1536
Tb09_rRNA_3	777
Tb11_rRNA_2	66
Tb927.6.187	332
Tb10_rRNA_2:rRNA	1828
Tb927.3.3423	1827
Tb927.3.3432	1827
Tb927.3.3441	1827
Tb927.3.3449	1829
Tb09_rRNA_1	552
Tb927.6.184	516
Tb927.6.185	981
Tb927.3.3425	1485
Tb927.3.3434	1485
Tb927.3.3443	1485
Tb927.3.3452	1485
Tb927.7.6885	1485
Tb927.3.3426	183
Tb927.3.3435	183
Tb927.3.3444	183
Tb927.3.3453	183
Tb927.6.183	183
Tb927.8.449	183
Tb927.7.6863	183
Tb927.7.6886	183
Tb927.3.3428	136
Tb927.3.3437	136
Tb927.3.3446	136
Tb927.3.3455	136
Tb927.6.181	136
Tb927.7.6869	136
Tb927.7.6888	136
Tb09_rRNA_2	174
Tb927.3.3424	215
Tb927.3.3433	215
Tb927.3.3442	215
Tb927.3.3451	215
Tb927.6.186	215
Tb927.7.6884	215
Tb927.8.443	136
Tb927.3.3427	78
Tb927.3.3436	78
Tb927.3.3445	78
Tb927.3.3454	78
Tb927.6.182	78
Tb927.8.446	78
Tb927.7.6866	78
Tb927.7.6887	78
tmp.1.50	215
Tb09_rRNA_4	78
tmp.1.70	182
tmp.1.30	172
Tb09_rRNA_6	108
tmp.1.90	136
Tb09_rRNA_5	357
tmp.1.80	78
Tb927.4.4170	937
Tb09.244.2790	1125
Tb11.01.6340	1324
Tb927.3.3421	2251
Tb927.3.3429	2251
Tb927.3.3438	2251
Tb927.3.3447	2251
tmp.1.10	2188
Tb927.7.6881	2251
Tb927.7.4670	1113
Tb09.160.5160	966
Tb927.10.7450	801
Tb927.2.2180	1223
Tb11.02.5380	2919
Tb927.6.670	1168
Tb927.4.1630	2227
Tb927.10.14640	808
Tb927.10.2180	1899
Tb11.v5.0512	NA
Tb927.4.1270	1758
Tb927.4.2000	1548
Tb927.1.1220	988
Tb11.01.2750	998
Tb10.v4.0247	2403
Tb927.7.6890	14529
Tb927.8.3130	1466
Tb11.01.1350	1992
Tb927.6.4410	1507
Tb927.6.4460	1507
Tb11.v5.0903	NA
Tb927.6.4840	1888
Tb927.6.4850	1886
Tb927.6.4860	1884
Tb927.6.4870	1886
Tb927.6.4880	1886
Tb927.6.4890	1886
Tb927.6.4900	1884
Tb927.6.4910	1884
Tb927.6.4920	1451
Tb927.10.8330	783
Tb09.211.0710	1964
Tb927.6.1740	1476
Tb927.6.1930	1537
Tb927.8.6600	948
Tb10.v4.0034	919
Tb927.10.14910	1865
Tb927.4.2380	1875
Tb11.01.0490	1915
Tb11.02.0810	6201
Tb09.211.1930	2181
Tb11.0850	1432
Tb11.50.0002	2729
Tb927.3.3710	865
Tb11.03.0530	3329
Tb927.7.3590	616
Tb927.8.1490	543
Tb927.8.6580	3238
Tb927.5.510	2123
Tb09.160.4380	759
Tb927.8.3380	1943
Tb927.6.4130	968
Tb927.3.3460	2156
Tb927.8.5640	1364
Tb927.6.2490	1509
Tb927.2.4700	2760
Tb927.10.3040	967
Tb09.160.0680	3361
Tb11.02.4770	842
Tb927.3.3850	4740
Tb927.10.6160	2587
Tb927.1.3850	1090
Tb09.211.1550	2206
Tb927.4.2200	5016
Tb927.8.1840	7038
Tb927.10.570	5330
Tb11.v5.0581	NA
Tb927.8.5900	802
Tb927.2.5800	1599
Tb927.8.660	993
Tb11.v5.0632	NA
Tb09.211.3850	1574
Tb927.4.1820	2202
Tb927.10.9410	1217
Tb927.5.860	1610
Tb927.10.8700	911
Tb927.4.3410	2891
Tb927.7.2260	1454
Tb927.10.9380	1940
Tb11.v5.0585	NA
Tb927.1.3120	3489
Tb11.01.5890	1492
Tb927.1.3280	1102
Tb927.1.4050	2897
Tb11.v5.0638	NA
Tb11.v5.0491	NA
Tb11.01.8680	3474
Tb11.02.4310	2248
Tb927.4.1020	1605
Tb927.10.4050	5824
Tb11.v5.0649	NA
Tb927.10.1040	1410
Tb927.10.1050	1401
Tb927.10.1030	1631
Tb11.01.1560	1103
Tb927.4.3650	1026
Tb927.6.4970	2718
Tb927.10.13490	2182
Tb927.8.870	5945
Tb09.160.1090	4042
Tb11.v5.0596	NA
Tb927.1.1380	4116
Tb11.v5.0390	NA
Tb927.10.13670	1443
Tb05.5K5.30	5148
Tb927.10.1940	1159
Tb927.6.5100	4000
Tb927.7.4090	4469
Tb927.8.1690	2616
Tb11.v5.0644	NA
Tb927.3.2690	4268
Tb927.5.1650	6585
Tb09.244.0660	1359
Tb11.02.5020	1942
Tb927.3.750	1553
Tb927.1.4720	1896
Tb927.10.8060	1530
Tb927.5.2770	1461
Tb927.8.2690	3143
Tb11.01.5160	1824
Tb927.10.11130	2956
Tb927.10.12880	1572
Tb927.10.3730	2280
Tb927.10.9680	2456
Tb927.5.3500	4429
Tb927.6.3610	1316
Tb927.6.910	1820
Tb927.7.5620	1540
Tb927.8.2490	1167
Tb927.8.2710	2303
Tb927.8.6470	1935
Tb927.8.6530	1213
Tb11.v5.0422	NA
Tb11.v5.0590	NA
Tb927.6.3870	1188
Tb927.1.3200	946
Tb927.6.3970	1267
Tb927.8.5590	1798
Tb09.211.4600	1505
Tb11.01.1780	1583
Tb927.5.1210	1827
Tb927.10.12240	1342
Tb927.10.6870	1149
Tb09.211.4570	1519
Tb927.8.6410	1786
Tb11.01.8060	2252
Tb927.5.1930	854
Tb927.5.3220	1741
Tb927.3.4910	1275
Tb11.02.3070	2020
Tb927.10.15520	2617
Tb11.v5.0812	NA
Tb11.01.1650	2671
Tb927.2.4090	1497
Tb927.7.1690	1639
Tb11.02.0970	2177
Tb927.6.1640	2474
Tb927.6.1650	1870
Tb927.6.2890	1994
Tb11.02.2090	5900
Tb927.10.14110	492
Tb09.160.4290	1495
Tb11.02.3990	2372
Tb927.10.11610	953
Tb09_SLRNA_0001	126
Tb09_SLRNA_0002	18
Tb09_SLRNA_0003	144
Tb09_SLRNA_0004	144
Tb09_SLRNA_0005	144
Tb09_SLRNA_0006	432
Tb09_SLRNA_0007	144
Tb09_SLRNA_0008	144
Tb09_SLRNA_0009	144
Tb09_SLRNA_0010	144
Tb09_SLRNA_0011	144
Tb09_SLRNA_0012	144
Tb09_SLRNA_0013	144
Tb09_SLRNA_0014	144
Tb09_SLRNA_0015	159
Tb09_SLRNA_0016	144
Tb09_SLRNA_0017	144
Tb09_SLRNA_0018	144
Tb09_SLRNA_0019	144
Tb09_SLRNA_0020	144
Tb09_SLRNA_0021	144
Tb09_SLRNA_0022	144
Tb09_SLRNA_0023	144
Tb09_SLRNA_0024	144
Tb09_SLRNA_0025	144
Tb09_SLRNA_0026	159
Tb09_SLRNA_0027	144
Tb09_SLRNA_0028	117
Tb09.211.5010	3884
Tb09.211.5015	2118
Tb09.244.2890	2088
Tb927.8.5730	1752
Tb09.211.3820	2329
Tb11.01.1730	1262
Tb927.6.4000	2359
Tb11.03.0660	1562
Tb927.8.4610	1332
Tb927.8.890	2243
Tb927.8.4330	1966
Tb927.8.4770	946
Tb927.6.3040	1558
Tb927.2.2130	1775
Tb927.8.4620	944
Tb05.5K5.150	629
Tb927.3.5550	1156
Tb927.5.4590	492
Tb927.8.8140	2318
Tb927.4.4220	3411
Tb11.01.6670	2025
Tb927.10.8560	681
Tb11.02.2160	2908
Tb09.244.2070	1276
Tb09.211.2330	1125
Tb11.01.6890	3514
Tb927.10.1520	1680
Tb11.01.5320	618
Tb927.6.2700	1486
Tb09.211.1695	939
Tb11.01.5915	1052
Tb927.7.3120	936
Tb927.2.5850	638
Tb927.4.890	1200
Tb927.2.4540	568
Tb927.3.1090	2319
Tb09.211.1510	1808
Tb927.5.3910	1458
Tb927.10.7070	792
Tb927.2.5700	453
Tb927.8.2855	75
Tb927.8.2864	144
Tb10_snRNA_1:snRNA	110
Tb10_snRNA_2:snRNA	62
Tb927.4.1213	94
Tb927.5.3210	585
Tb927.8.5830	1455
Tb927.10.12450	666
Tb927.1.4500	1371
Tb11.01.0480	1751
Tb927.10.15500	752
Tb927.10.3860	898
Tb927.3.5440	4586
Tb11.02.5060	3961
Tb927.7.4650	5165
Tb11.02.5060b	NA
Tb11.v5.0150	NA
Tb11.01.2500	4360
Tb11.02.2930	4007
Tb11.02.3400	3643
Tb11.01.0860	3213
Tb927.7.1090	5560
Tb927.11.7211	3961
Tb11.18.0015	1423
Tb927.8.5430	660
Tb09.211.1770	2030
Tb927.4.470	933
Tb09.160.3670	480
Tb09.160.4300	2082
Tb927.1.3110	1398
Tb11.01.7740	1395
Tb927.10.2940	2767
Tb11.02.0354	2323
Tb927.10.3920	2307
Tb927.2.4550	3581
Tb927.4.3130	1391
Tb927.10.7880	2009
Tb11.v5.0258	NA
Tb09.v1.0380	1156
Tb927.7.1240	3481
Tb927.6.3630	1652
Tb927.8.4680	971
Tb927.7.1370	1916
Tb927.8.2560	950
Tb927.3.5280	1000
Tb927.6.2000	1873
Tb927.6.3160	2068
Tb11.01.3690	3963
Tb927.10.10700	1385
Tb927.10.2910	2894
Tb927.8.900	4030
Tb927.5.3760	1934
Tb927.8.6560	1122
Tb09.211.3800	2021
Tb927.7.5120	1583
Tb11.03.0740	2936
Tb927.8.6360	2853
Tb927.10.15730	10684
Tb11.01.7940	13282
Tb09.211.4290	662
Tb11.02.0780	3204
Tb927.8.7120	2718
Tb927.8.2861	261
Tb927.10.14130	461
Tb927.8.3870	3864
Tb927.4.1850	1955
Tb927.10.6010	3701
Tb11.v5.0195	NA
Tb927.7.1540	1077
Tb11.01.5780	2935
Tb927.10.2730	1080
Tb11.02.4080	3200
Tb11.v5.0496	NA
Tb927.10.6950	2403
Tb927.10.6910	2403
Tb927.5.520	3800
Tb11.47.0016	932
Tb927.5.2940	2053
Tb927.10.4450	1109
Tb11.v5.0757	NA
Tb10.v4.0035	1106
Tb09.211.2970	3992
Tb927.10.10340	3989
Tb11.v5.0811	NA
Tb927.5.3510	3779
Tb927.10.740	4883
Tb11.v5.0749	NA
Tb11.02.1280	5291
Tb927.10.7410	2455
Tb927.3.2230	1673
Tb11.02.0290	2803
Tb927.10.8630	935
Tb11.v5.0986	NA
Tb927.5.1260	1830
Tb11.02.5410	1254
Tb927.5.3430	2936
Tb927.2.2460	2594
Tb09.160.0970	2235
Tb11.01.7480	1694
Tb927.6.4030	856
Tb927.5.2970	2723
Tb11.02.2280	2443
Tb11.02.3560	877
Tb927.3.1140	1735
Tb11.01.6640	1789
Tb927.8.7490	4719
Tb927.10.15130	1564
Tb11.01.7050	4193
Tb11.02.3170	4896
Tb09.211.2020	2766
Tb927.7.3490	2879
Tb927.10.14200	1609
Tb09.160.0780	1932
Tb09.160.2420	903
Tb927.10.14690	1205
Tb927.10.1830	754
Tb927.3.5570	1155
Tb927.6.4760	2489
Tb11.02.0860	2999
Tb927.7.2180	1355
Tb11.01.4630	3418
Tb927.3.1170	1249
Tb11.12.0013	1458
Tb11.02.3920	1384
Tb11.55.0020	1072
Tb11.v5.0746	NA
Tb927.3.2660	2309
Tb11.01.2090	1463
Tb09.211.1790	1342
Tb927.10.650	1173
Tb11.01.7130	2298
Tb927.3.5530	9463
Tb11.01.6740	4094
Tb927.3.4560	3770
Tb927.10.5310	2540
Tb927.7.2470	2656
Tb11.02.3320	1311
Tb927.2.4560	1991
Tb927.6.2830	2529
Tb927.6.4120	1319
Tb927.5.2740	2249
Tb09.160.2980	4664
Tb09.160.3890	2481
Tb927.6.1750	2352
Tb927.1.3220	2362
Tb927.10.8770	2074
Tb927.10.8750	1055
Tb927.10.7680	2607
Tb11.02.0040	2654
Tb927.10.5640	2565
Tb927.10.8920	1750
Tb11.01.7630	3832
Tb11.03.0810	3236
Tb11.01.1540	3453
Tb927.7.2300	4423
Tb11.01.2885	4452
Tb927.10.8170	4137
Tb11.01.2880	5098
Tb927.10.9650	4553
Tb11.03.0140	5105
Tb927.10.8910	5618
Tb927.4.2880	6690
Tb927.10.2320	1652
Tb11.02.2120	1950
Tb11.01.7200	1732
Tb927.3.3540	1729
Tb927.4.5200	2032
Tb927.4.4310	2345
Tb927.10.3810	1788
Tb927.8.8050	2967
Tb927.8.6250	2524
Tb09.211.4780	2739
Tb11.02.0460	2501
Tb09.160.0340	2593
Tb927.10.7060	3113
Tb927.3.3180	3533
Tb927.1.4010	4233
Tb11.03.0460	3960
Tb927.6.2230	2744
Tb11.52.0014	1072
Tb927.3.1830	1502
Tb927.8.6240	2410
Tb927.10.14180	1633
Tb11.01.4810	2221
Tb11.01.1950	4001
Tb927.7.830	8421
Tb927.8.2200	1012
Tb927.4.5000	2976
Tb927.8.7420	3323
Tb11.v5.0696	NA
Tb927.10.7310	2670
Tb09.211.3170	1515
Tb927.10.10720	1657
Tb927.5.3790	2838
Tb927.10.2380	2970
Tb927.2.1850	1975
Tb927.3.1990	2276
Tb927.4.1280	1375
Tb927.10.970	5652
Tb11.01.8650	7142
Tb11.02.4500	3521
Tb11.v5.0305	NA
Tb927.10.15950	903
Tb09.160.4480	1427
Tb927.10.4180	2691
Tb927.2.4830	2012
Tb927.3.2820	2269
Tb927.3.2110	3221
Tb09.211.4020	1450
Tb927.10.11450	2487
Tb927.10.14270	6384
Tb927.10.8050	4178
Tb927.3.3380	1136
Tb927.4.820	1645
Tb927.7.3750	1228
Tb11.02.2650	2523
Tb927.8.5980	2417
Tb11.01.7730	999
Tb927.8.6540	1056
Tb927.10.5210	2906
Tb11.01.1200	2252
Tb927.10.14210	657
Tb927.1.1080	1529
Tb11.01.5700	2291
Tb927.3.5100	3235
Tb927.10.5810	2410
Tb11.02.1080	1587
Tb927.7.190	2467
Tb927.7.330	645
Tb927.5.3000	1196
Tb11.v5.0692	NA
Tb09.160.2020	518
Tb927.7.310	1378
Tb927.7.4520	1317
Tb927.8.7990	15414
Tb927.10.11900	601
Tb927.7.5780	1286
Tb09.211.3340	690
Tb927.7.4390	2490
Tb927.5.1090	4554
Tb11.v5.0307	NA
Tb11.v5.0308	NA
Tb11.v5.0309	NA
Tb11.v5.0310	NA
Tb11.v5.0330	NA
Tb11.v5.0331	NA
Tb11.v5.0333	NA
Tb11.v5.0332	NA
Tb927.10.880	2321
Tb927.8.3510	1047
Tb927.8.3910	1047
Tb11.v5.0738	NA
Tb927.5.300	1487
Tb927.7.7500	963
Tb927.10.8690	1764
Tb927.5.3340	1177
Tb927.7.2200	1371
Tb927.3.1600	912
Tb11.01.4870	830
Tb927.8.1740	2745
Tb927.10.9240	1098
Tb09.160.1220	2471
Tb927.4.5180	2377
Tb927.8.7220	3142
Tb927.8.6760	1499
Tb927.8.6750	1060
Tb11.02.1950	2188
Tb927.8.4220	1511
Tb927.3.4380	1529
Tb927.8.1590	14654
Tb927.10.8420	8284
Tb927.4.420	7943
Tb927.4.800	9152
Tb927.1.1930	10562
Tb09.211.3720	3238
Tb927.10.14560	3462
Tb927.3.2200	1278
Tb927.4.920	1535
Tb927.5.2520	2938
Tb927.7.6260	2427
Tb11.01.0310	2645
Tb11.01.8070	1382
