GeneID	ORFlength
Tb927.8.5730	1422
Tb09.211.3820	2064
Tb11.01.1730	564
Tb927.6.4000	1251
Tb11.03.0660	1149
Tb927.8.4610	657
Tb927.8.890	627
Tb927.8.4330	651
Tb927.8.4770	648
Tb927.6.3040	723
Tb927.2.2130	693
Tb927.8.4620	660
Tb05.5K5.150	#N/A
Tb927.3.5550	552
Tb927.5.4590	492
Tb927.8.8140	1899
Tb927.4.4220	1692
Tb11.01.6670	600
Tb927.10.8560	681
Tb11.02.2160	612
Tb09.244.2070	1020
Tb09.211.2330	661
Tb11.01.6890	639
Tb927.10.1520	810
Tb11.01.5320	597
Tb927.6.2700	261
Tb09.211.1695	228
Tb11.01.5915	249
Tb927.7.3120	321
Tb927.2.5850	336
Tb927.4.890	348
Tb927.2.4540	330
Tb927.3.1090	639
Tb09.211.1510	1347
Tb927.5.3910	1119
Tb927.10.7070	705
Tb927.2.5700	#N/A
Tb927.8.2855	#N/A
Tb927.8.2864	#N/A
Tb10_snRNA_1:snRNA	#N/A
Tb10_snRNA_2:snRNA	#N/A
Tb927.4.1213	#N/A
Tb927.5.3210	345
Tb927.8.5830	1035
Tb927.10.12450	618
Tb927.1.4500	888
Tb11.01.0480	1722
Tb927.10.15500	714
Tb927.10.3860	663
Tb927.3.5440	4494
Tb11.02.5060	2859
Tb927.7.4650	3234
Tb11.02.5060b	x
Tb11.v5.0150	x
Tb11.01.2500	3636
Tb11.02.2930	2907
Tb11.02.3400	3207
Tb11.01.0860	2310
Tb927.7.1090	4839
Tb927.11.7211	2859
Tb11.18.0015	645
Tb927.8.5430	648
Tb09.211.1770	624
Tb927.4.470	690
Tb09.160.3670	381
Tb09.160.4300	1080
Tb927.1.3110	846
Tb11.01.7740	882
Tb927.10.2940	1065
Tb11.02.0354	2130
Tb927.10.3920	1467
Tb927.2.4550	2718
Tb927.4.3130	828
Tb927.10.7880	1956
Tb11.v5.0258	x
Tb09.v1.0380	897
Tb927.7.1240	2310
Tb927.6.3630	1617
Tb927.8.4680	915
Tb927.7.1370	1818
Tb927.8.2560	468
Tb927.3.5280	777
Tb927.6.2000	1371
Tb927.6.3160	1629
Tb11.01.3690	3300
Tb927.10.10700	1068
Tb927.10.2910	1137
Tb927.8.900	987
Tb927.5.3760	1296
Tb927.8.6560	1122
Tb09.211.3800	1761
Tb927.7.5120	1176
Tb11.03.0740	2598
Tb927.8.6360	2700
Tb927.10.15730	10383
Tb11.01.7940	12387
Tb09.211.4290	459
Tb11.02.0780	1740
Tb927.8.7120	1371
Tb927.8.2861	#N/A
Tb927.10.14130	459
Tb927.8.3870	3618
Tb927.4.1850	1737
Tb927.10.6010	3495
Tb11.v5.0195	x
Tb927.7.1540	795
Tb11.01.5780	2775
Tb927.10.2730	885
Tb11.02.4080	1446
Tb11.v5.0496	x
Tb927.10.6950	1080
Tb927.10.6910	1080
Tb927.5.520	1596
Tb11.47.0016	336
Tb927.5.2940	1653
Tb927.10.4450	774
Tb11.v5.0757	x
Tb10.v4.0035	#N/A
Tb09.211.2970	3828
Tb927.10.10340	3528
Tb11.v5.0811	x
Tb927.5.3510	3600
Tb927.10.740	4101
Tb11.v5.0749	x
Tb11.02.1280	4464
Tb927.10.7410	1260
Tb927.3.2230	906
Tb11.02.0290	1482
Tb927.10.8630	768
Tb11.v5.0986	x
Tb927.5.1260	1722
Tb11.02.5410	#N/A
Tb927.5.3430	2391
Tb927.2.2460	597
Tb09.160.0970	2235
Tb11.01.7480	930
Tb927.6.4030	792
Tb927.5.2970	2493
Tb11.02.2280	1041
Tb11.02.3560	621
Tb927.3.1140	1173
Tb11.01.6640	474
Tb927.8.7490	4338
Tb927.10.15130	768
Tb11.01.7050	3642
Tb11.02.3170	4683
Tb09.211.2020	2268
Tb927.7.3490	2463
Tb927.10.14200	984
Tb09.160.0780	1929
Tb09.160.2420	855
Tb927.10.14690	972
Tb927.10.1830	693
Tb927.3.5570	783
Tb927.6.4760	2385
Tb11.02.0860	2730
x	465
x	513
x	438
Tb927.7.2180	753
Tb11.01.4630	3303
Tb927.3.1170	1194
Tb11.12.0013	957
Tb11.02.3920	1005
Tb11.55.0020	1065
Tb11.v5.0746	x
Tb927.3.2660	2190
Tb11.01.2090	1200
Tb09.211.1790	1092
Tb927.10.650	663
Tb11.01.7130	2157
Tb927.3.5530	7392
Tb11.01.6740	3252
Tb927.3.4560	1896
Tb927.10.5310	2190
Tb927.7.2470	2157
Tb11.02.3320	1134
Tb927.2.4560	1689
Tb927.6.2830	1347
Tb927.6.4120	1182
Tb927.5.2740	1440
Tb09.160.2980	4194
Tb09.160.3890	2226
Tb927.6.1750	2106
Tb927.1.3220	1602
Tb927.10.8770	1257
Tb927.10.8750	1023
Tb927.10.7680	1593
Tb11.02.0040	1623
Tb927.10.5640	1488
Tb927.10.8920	1020
Tb11.01.7630	3006
Tb11.03.0810	2955
Tb11.01.1540	3234
Tb927.7.2300	3612
Tb11.01.2885	4395
Tb927.10.8170	3978
Tb11.01.2880	4320
Tb927.10.9650	4221
Tb11.03.0140	4662
Tb927.10.8910	4995
Tb927.4.2880	6213
Tb927.10.2320	1146
Tb11.02.2120	1362
Tb11.01.7200	1620
Tb927.3.3540	1536
Tb927.4.5200	1926
Tb927.4.4310	1872
Tb927.10.3810	1788
Tb927.8.8050	2220
Tb927.8.6250	2076
Tb09.211.4780	2259
Tb11.02.0460	2391
Tb09.160.0340	2442
Tb927.10.7060	2652
Tb927.3.3180	2979
Tb927.1.4010	3750
Tb11.03.0460	3891
Tb927.6.2230	2385
Tb11.52.0014	651
Tb927.3.1830	1428
Tb927.8.6240	801
Tb927.10.14180	1125
Tb11.01.4810	651
Tb11.01.1950	3579
Tb927.7.830	8421
Tb927.8.2200	570
Tb927.4.5000	2580
Tb927.8.7420	2580
Tb11.v5.0696	x
Tb927.10.7310	2484
Tb09.211.3170	1257
Tb927.10.10720	906
Tb927.5.3790	792
Tb927.10.2380	2751
Tb927.2.1850	1413
Tb927.3.1990	1446
Tb927.4.1280	1197
Tb927.10.970	5271
Tb11.01.8650	6180
Tb11.02.4500	2808
Tb11.v5.0305	x
Tb927.10.15950	789
Tb09.160.4480	1032
Tb927.10.4180	744
Tb927.2.4830	1011
Tb927.3.2820	1704
Tb927.3.2110	1272
Tb09.211.4020	852
Tb927.10.11450	2190
Tb927.10.14270	2034
Tb927.10.8050	801
Tb927.3.3380	1095
Tb927.4.820	1146
Tb927.7.3750	597
Tb11.02.2650	1110
Tb927.8.5980	2412
Tb11.01.7730	999
Tb927.8.6540	1056
Tb927.10.5210	1503
Tb11.01.1200	1101
Tb927.10.14210	480
Tb927.1.1080	1458
Tb11.01.5700	1311
Tb927.3.5100	2817
Tb927.10.5810	1302
Tb11.02.1080	1308
Tb927.7.190	2058
Tb927.7.330	582
Tb927.5.3000	1047
Tb11.v5.0692	x
Tb09.160.2020	324
Tb927.7.310	1029
Tb927.7.4520	606
x	x
Tb927.8.7990	14829
Tb927.10.11900	504
Tb927.7.5780	456
Tb09.211.3340	516
Tb927.7.4390	2028
Tb927.5.1090	2400
Tb11.v5.0307	x
Tb11.v5.0308	x
Tb11.v5.0309	x
Tb11.v5.0310	x
Tb11.v5.0330	x
Tb11.v5.0331	x
Tb11.v5.0333	x
Tb11.v5.0332	x
Tb927.10.880	1368
Tb927.8.3510	1038
Tb927.8.3910	1038
Tb11.v5.0738	x
Tb927.5.300	963
Tb927.7.7500	963
Tb927.10.8690	1011
Tb927.5.3340	288
Tb927.7.2200	237
Tb927.3.1600	309
Tb11.01.4870	459
Tb927.8.1740	1764
Tb927.10.9240	1098
Tb09.160.1220	852
Tb927.4.5180	1944
Tb927.8.7220	1953
Tb927.8.6760	513
Tb927.8.6750	513
Tb11.02.1950	1941
Tb927.8.4220	678
Tb927.3.4380	1440
Tb927.8.1590	12915
Tb927.10.8420	7299
Tb927.4.420	7239
Tb927.4.800	7788
Tb927.1.1930	8712
Tb09.211.3720	#N/A
Tb927.10.14560	2010
Tb927.3.2200	1047
Tb927.4.920	762
Tb927.5.2520	2745
Tb927.7.6260	969
Tb11.01.0310	2202
Tb11.01.8070	636
Tb927.1.3910	2724
Tb927.10.6210	1836
Tb927.10.6570	963
Tb927.10.7200	2541
Tb927.7.1560	2022
Tb11.v5.0354	x
Tb11.v5.0355	x
Tb11.v5.0477	x
Tb11.v5.0809	x
Tb11.02.2780	1953
Tb927.4.3310	2022
Tb927.2.2880	1293
Tb09.211.1220	1068
Tb927.2.5150	1470
Tb927.10.5180	2922
Tb927.4.2220	2118
Tb927.7.3630	1587
Tb927.4.880	1917
Tb11.v5.0239	x
Tb927.10.4900	1500
Tb927.10.2690	2013
Tb927.8.5030	582
Tb927.5.440b	2328
Tb927.7.6850	2316
Tb927.5.440	2328
Tb927.7.6830	1284
Tb11.01.3240	2046
Tb927.7.7480	2451
Tb927.2.5280	2109
Tb927.8.7340	2247
Tb927.8.7350	2247
Tb927.5.640	2451
Tb927.8.5600	999
Tb927.3.2140	2847
Tb927.1.1680	714
Tb927.1.1630	483
Tb11.02.2600	642
Tb927.2.3580	1404
Tb927.10.15570	1692
Tb927.10.4840	543
Tb927.4.3580	312
Tb927.4.3600	312
Tb927.10.4660	567
Tb11.v5.0236	x
Tb11.03.0670	1827
Tb927.2.5030	2148
Tb927.2.1810	3483
Tb09.211.0470	2496
Tb09.354.0190	470
Tb927.8.6170	2010
Tb927.6.4010	159
Tb927.7.2190	801
Tb927.6.4500	612
Tb927.7.4470	582
Tb927.2.4620	639
Tb11.01.8130	573
Tb927.1.1140	1074
Tb927.1.1710	5361
Tb927.1.1310	1293
Tb927.1.840	564
Tb927.6.2680	495
Tb927.1.860	807
Tb11.01.6715	315
Tb927.8.6900	636
Tb09.211.3210	609
Tb927.7.3110	1605
Tb927.10.14090	1581
Tb927.5.470b	1644
Tb09.211.3870	1776
Tb927.10.15480	1416
Tb927.8.5570	1950
Tb10.v4.0046	#N/A
Tb11.v5.0221	x
Tb11.v5.0679	x
Tb11.02.4420	1830
Tb11.01.8510	1518
Tb11.42.0003	1590
Tb927.10.1060	1611
Tb11.01.5860	1617
Tb09.211.2570	1707
Tb927.8.3150	1671
Tb927.10.8190	1614
Tb11.02.0750	1635
Tb09.160.2910	984
Tb11.01.3320	1977
Tb11.v5.0306	x
Tb927.6.3960	969
Tb11.02.3210	753
Tb927.10.4300	1800
Tb927.7.3670	1962
Tb927.7.4820	384
Tb11.v5.0164	x
Tb927.6.4420	1059
Tb09.211.0790	735
Tb927.1.3050	1680
Tb10_tRNA_Ala_1:tRNA	#N/A
Tb11_tRNA_Ala_1	#N/A
Tb927.7.6821	#N/A
Tb927.7.6826	#N/A
Tb927.7.7175	#N/A
Tb10_tRNA_Arg_1:tRNA	#N/A
Tb10_tRNA_Arg_2:tRNA	#N/A
Tb10_tRNA_Asn_1:tRNA	#N/A
Tb11_tRNA_Arg_1	#N/A
Tb927.5.445	#N/A
Tb927.8.2859	#N/A
Tb927.8.2863	#N/A
Tb927.8.5345	#N/A
Tb927.8.2663	#N/A
Tb927.7.6823	#N/A
Tb927.7.6824	#N/A
Tb927.8.3523	#N/A
Tb927.8.3526	#N/A
Tb927.2.2240	3627
Tb11_tRNA_Glu_1	#N/A
Tb927.4.3292	#N/A
Tb927.5.2765	#N/A
Tb927.8.2852	#N/A
Tb927.8.6566	#N/A
Tb927.8.6568	#N/A
Tb09_tRNA_Gly_1	#N/A
Tb10_tRNA_Gly_1:tRNA	#N/A
Tb11_tRNA_Gly_1	#N/A
Tb927.7.1175	#N/A
Tb927.8.2856	#N/A
Tb11_tRNA_His_1	#N/A
Tb11.01.1490	624
Tb927.8.2851	#N/A
Tb927.8.6562	#N/A
Tb927.8.6572	#N/A
Tb927.3.4900	1377
Tb10_tRNA_Leu_1:tRNA	#N/A
Tb927.3.4396	#N/A
Tb927.4.3196	#N/A
Tb927.8.2857	#N/A
Tb927.8.6564	#N/A
Tb10_tRNA_Lys_1:tRNA	#N/A
Tb927.7.6845	#N/A
Tb927.8.2854	#N/A
Tb927.8.2862	#N/A
Tb10_tRNA_Met_1:tRNA	#N/A
Tb927.4.3199	#N/A
Tb927.4.3294	#N/A
Tb927.6.3510	1608
Tb11.v5.0635	x
Tb09.211.0590	1581
Tb11_tRNA_Phe_1	#N/A
Tb11_tRNA_Phe_2	#N/A
Tb10_tRNA_Pro_1:tRNA	#N/A
Tb10_tRNA_Pro_2:tRNA	#N/A
Tb927.4.1195	#N/A
Tb927.10.15650	1767
Tb11.v5.0465	x
Tb927.10.6090	2067
Tb11.v5.0201	x
Tb11.01.8410	2010
Tb927.10.3510	5409
Tb11.v5.0688	x
Tb11.01.1080	2703
Tb09.160.1096	#N/A
Tb927.4.4663	#N/A
Tb09.160.1075	#N/A
Tb927.3.4393	#N/A
Tb927.3.4399	#N/A
Tb927.4.3296	#N/A
Tb927.7.6822	#N/A
Tb927.7.6825	#N/A
Tb10_tRNA_Thr_1:tRNA	#N/A
Tb927.4.1216	#N/A
Tb927.8.2858	#N/A
Tb11.01.0620	1140
Tb927.8.2666	#N/A
Tb927.4.1219	#N/A
Tb927.4.3193	#N/A
Tb927.4.3298	#N/A
Tb927.4.4666	#N/A
Tb927.8.2853	#N/A
Tb927.8.7570	1563
Tb927.10.4870	1308
Tb11.v5.0899	x
Tb927.7.6450	1587
Tb927.4.3110	1260
Tb11.v5.0960	x
Tb11.01.6930	1098
Tb927.8.4180	678
Tb927.10.11190	1461
Tb927.2.4710	1326
Tb927.6.2550	2268
Tb927.3.3670	1872
Tb927.10.6350	1362
Tb09.244.2800	1386
Tb11.v5.0271	x
Tb927.7.6690	1467
Tb927.3.2500	1188
Tb927.5.660	1206
Tb927.7.180	1314
Tb09.v4.0053	#N/A
Tb11.44.0012	#N/A
Tb927.6.1330	1026
Tb927.6.1350	1038
Tb927.6.1370	1044
Tb927.6.1390	1044
Tb11.v5.0376	x
Tb11.v5.0699	x
Tb11.v5.0850	x
Tb11.v5.0655	x
Tb09.v4.0006	519
Tb09.244.2560	2046
Tb927.8.4840	3045
Tb927.10.1110	5397
Tb927.10.15400	5049
Tb927.3.3390	1776
Tb927.7.3000	4029
Tb927.3.4960	4785
Tb927.10.10390	1479
Tb927.2.4370	1884
Tb11.v5.0653	x
Tb927.7.1120	501
Tb927.7.1130	510
Tb927.7.1140	531
Tb927.3.3780	435
Tb927.3.3760	435
Tb927.3.4240	603
Tb09.160.4280	600
Tb09.160.4250	600
Tb927.3.5090	597
Tb927.3.5580	1170
Tb927.8.2240	1422
Tb927.10.12850	1149
Tb11.01.7825	387
Tb11.01.1240	927
Tb11.v5.0628	x
Tb927.8.6200	4032
Tb09.211.1170	1974
Tb927.10.13870	1305
Tb927.5.3860	1575
Tb927.10.13950	699
Tb11.02.0020	1941
Tb11.22.0002	#N/A
Tb927.3.5380	1554
Tb927.6.3570	1902
Tb927.1.1550	2073
Tb927.2.5250	1182
Tb11.v5.0901	x
Tb11.02.4640	2943
Tb927.1.1540	1956
Tb927.6.4520	1311
Tb927.8.4580	1452
Tb927.4.3390	2028
Tb927.3.4350	2325
Tb927.7.7130	2508
Tb927.2.5750	1662
Tb927.7.3620	2094
Tb11.01.4510	1071
Tb927.3.3560	1875
Tb11.02.1690	1893
Tb927.10.2120	585
Tb927.8.4830	837
Tb927.10.8300	492
Tb927.10.8280	441
Tb927.10.4950	396
Tb927.10.14360	978
Tb927.3.3480	354
Tb927.10.3200	744
Tb927.7.6980	5505
Tb09.211.2205	270
Tb927.10.7470	354
Tb927.10.7390	333
Tb927.6.4340	354
Tb927.2.5680	#N/A
Tb927.6.2780	864
Tb11.01.5500	681
Tb927.3.3590	2019
Tb09.244.2650	2694
Tb927.10.15380	1041
Tb11.v5.0481	x
Tb927.6.1900	1428
Tb927.7.6380	621
Tb927.10.960	1830
Tb09.160.2110	552
Tb11.01.7080	2925
Tb11.01.7330	3030
Tb11.01.2940	981
Tb927.5.2290	6714
Tb927.10.12480	1053
Tb927.2.2920	1347
Tb927.7.3070	1497
Tb11.47.0019	1083
Tb927.8.7430	216
Tb927.4.4990	216
Tb11.01.2280	867
Tb927.3.4890	615
Tb11.01.5180	750
Tb11.02.2830	834
Tb927.2.4020	1812
x	1209
Tb11.02.5410b	x
Tb927.10.2210	1989
Tb927.4.3790	1398
Tb927.5.2400	2961
Tb927.6.2690	2043
Tb11.02.2800	930
Tb11.03.0890	711
Tb09.160.4020	4029
Tb09.211.4270	1338
Tb09.211.4910	3486
Tb11.01.4060	2373
Tb11.02.2940	2298
Tb11.46.0014	1665
Tb927.6.1110	3291
Tb11.01.6080	1329
Tb11.01.7760	3555
Tb927.8.5620	4260
Tb11.v5.0701	x
Tb927.10.12130	2352
Tb927.10.2260	2355
Tb927.8.5380	294
Tb927.6.2460	3000
Tb927.10.7790	921
Tb11.v5.0553	x
Tb927.3.4840	2196
Tb11.01.4620	5496
Tb11.v5.0289	x
Tb09.160.3210	1404
Tb11.v5.0675	x
Tb927.8.2640	3168
Tb09.211.3610	3645
Tb927.7.6960	933
Tb927.5.1000	447
Tb927.7.2540	681
Tb927.8.6510	597
Tb09.211.0050	453
Tb11.01.5510	651
Tb11.01.5790	744
Tb927.4.2710	477
Tb927.4.3190	663
Tb927.4.3460	504
Tb927.8.6090	468
Tb927.8.920	483
Tb927.10.2250	900
Tb927.2.3720	756
Tb11.02.0815	417
Tb927.3.2680	1596
Tb927.6.3140	288
Tb927.10.4980	909
Tb11.02.1600	1863
Tb927.6.2370	3255
Tb11.v5.0817	x
Tb09.211.4210	5739
Tb927.10.9750	5607
Tb927.4.770	3861
Tb927.4.2540	237
Tb11.03.0620	660
Tb11.03.0580	528
Tb09.244.2680	948
Tb927.2.3370	1134
Tb09.v4.0038	#N/A
Tb10.v4.0103	#N/A
Tb10.v4.0197	#N/A
Tb927.10.16340	1017
Tb927.8.200	1014
Tb927.8.7160	1026
Tb927.8.8060	225
Tb927.8.8080	630
Tb09.v4.0209	#N/A
Tb10.v4.0059	#N/A
Tb10.v4.0244	#N/A
Tb927.2.6404	984
Tb927.5.5140	1098
Tb927.5.5180	813
Tb927.6.360	1212
Tb927.6.5310	960
Tb927.5.5020	1047
Tb927.4.5520	1098
Tb927.10.12290	1116
Tb09.142.0450	1038
Tb09.244.1840	612
Tb927.4.4250	1155
Tb927.4.4270	1155
Tb927.4.4290	1158
Tb927.4.5240	1134
Tb927.4.5250	1188
Tb927.4.5260	1188
Tb927.4.5270	1188
Tb927.4.5280	1188
Tb927.4.5290	1188
Tb927.4.5300	1011
Tb927.4.5790	870
Tb927.5.2760	1155
Tb927.8.7140	1191
Tb927.8.7150	1131
Tb927.8.8090	1173
Tb927.8.8100	1173
Tb11.v5.0116	x
Tb11.v5.0328	x
Tb11.v5.0880	x
Tb11.v5.0922	x
Tb11.v5.0975	x
Tb11.02.0330	1188
Tb927.10.13900	1080
Tb927.4.1640	1023
Tb927.2.1780	1368
Tb927.3.4570	2190
Tb927.3.4630	5028
Tb11.02.0120	1638
Tb11.01.2220	1182
Tb11.01.4703	726
Tb09.211.2440	738
Tb927.2.4580	591
Tb11.02.1180	1650
Tb927.6.3520	1953
Tb11.v5.0634	x
Tb927.4.3080	498
Tb11.v5.0963	x
Tb927.7.1680	966
Tb09.211.1630	2466
Tb11.52.0013	1185
Tb927.8.1570	819
Tb927.6.1420	432
Tb11.01.0590	420
Tb927.7.2520	1176
Tb927.8.3120	363
Tb11.01.8370	2328
Tb927.7.2130	1383
Tb927.4.3720	690
Tb927.10.8080	2223
Tb11.01.5440	570
Tb927.10.6060	642
Tb927.10.6070	423
Tb11.v5.0199	x
Tb927_02_v4.snoRNA.0100	#N/A
Tb927_03_v4.snoRNA.0100	#N/A
Tb927_10_v5.snoRNA.0100	#N/A
Tb927_10_v5.snoRNA.0101	#N/A
Tb927_10_v5.snoRNA.0102	#N/A
Tb927_10_v5.snoRNA.0103	#N/A
Tb927_10_v5.snoRNA.0104	#N/A
Tb927_10_v5.snoRNA.0105	#N/A
Tb927_10_v5.snoRNA.0106	#N/A
Tb927_10_v5.snoRNA.0107	#N/A
Tb927_10_v5.snoRNA.0108	#N/A
x	240
x	258
Tb927.5.2140	2529
Tb927.4.3320	723
Tb927.10.13970	894
Tb927.8.4430	1026
Tb927.4.1830	309
Tb927.10.13130	1458
Tb927.10.14330	3123
Tb927.8.1980	1434
Tb927.6.4650	1071
Tb927.2.4970	1728
Tb927.7.6440	669
Tb927.4.1080	1833
Tb927.6.5050	675
Tb927.6.2770	3279
Tb927.8.2100	498
Tb11.01.3560	1488
Tb927.10.14040	1143
Tb927.10.3760	852
Tb927.10.200	576
Tb927.5.550	1152
Tb927.3.800	846
Tb927.7.3530	2076
Tb927.10.13020	2748
Tb927.10.2270	2802
Tb927.3.3280	1335
Tb927.10.6780	1770
Tb927.5.1300	2352
Tb927.3.2280	1794
Tb927.1.4760	3087
Tb927.10.10020	1806
Tb927.3.2430	2763
Tb11.v5.0853	x
Tb11.01.5900	681
Tb11.01.1770	1074
Tb11.01.2510	657
Tb927.4.1400	#N/A
Tb927.7.3900	543
Tb11.02.5470	600
Tb927.8.1180	3321
Tb927.8.1200	3243
Tb927.8.1160	3309
Tb927.8.7980	2481
Tb927.4.4380	2481
Tb927.6.3790	2388
Tb927.10.5770	2343
Tb927.6.4480	2928
Tb927.10.16400	918
Tb11.v5.0417	x
Tb09.142.0100	1512
Tb09.142.0230	1521
Tb09.160.0160	1461
Tb09.160.0280	1581
Tb09.244.0050	1494
Tb09.244.0200	1602
Tb09.244.0250	#N/A
Tb09.244.0640	1464
Tb09.244.1000	1443
Tb09.244.1570	1551
Tb09.244.1600	1530
Tb09.244.1790	1518
Tb09.244.1830	1545
Tb09.354.0060	1464
Tb09.354.0180	1527
Tb11.14.0007	#N/A
Tb11.14.0008	#N/A
Tb11.14.0019	#N/A
Tb11.21.0004	1425
Tb11.24.0007	1473
Tb11.24.0011	#N/A
Tb11.24.0012	1458
Tb11.35.0001	#N/A
Tb11.57.0052	#N/A
Tb927.1.5330	1614
Tb927.11.18510	1524
Tb927.11.18520	387
Tb927.11.18530	1332
Tb927.11.19180	#N/A
Tb927.11.20350	#N/A
Tb927.11.20700	#N/A
Tb927.2.6410	1431
Tb927.3.180	1551
Tb927.3.210	1710
Tb927.3.370	1632
Tb927.4.5400	1530
Tb927.4.5410	1527
Tb927.4.5420	1527
Tb927.4.5430	1530
Tb927.4.5580	1476
Tb927.4.5700	1431
Tb927.5.230	1524
Tb927.5.3990	1434
Tb927.5.4670	1503
Tb927.5.4690	1461
Tb927.5.4730	1425
Tb927.5.4810	1458
Tb927.5.4840	1458
Tb927.5.4950	1602
Tb927.5.5050	1602
Tb927.5.5210	1446
Tb927.6.5240	1467
Tb927.6.5450	1473
Tb927.6.5550	1500
Tb927.6.5740	1533
Tb927.7.6540	1644
Tb927.8.130	1578
Tb927.8.170	1482
Tb927.8.460	1578
Tb08.27P2.140	#N/A
Tb08.27P2.220	#N/A
Tb08.27P2.260	#N/A
Tb08.27P2.290	#N/A
Tb08.27P2.670	#N/A
Tb09.v4.0102	#N/A
Tb09.v4.0113	#N/A
Tb09.v4.0114	#N/A
Tb09.v4.0136	#N/A
Tb09.v4.0166	#N/A
Tb10.v4.0107	#N/A
Tb10.v4.0122	#N/A
Tb10.v4.0145	#N/A
Tb10.v4.0152	#N/A
Tb10.v4.0178	#N/A
Tb10.v4.0189	#N/A
Tb11.13.0004	#N/A
Tb11.38.0005	#N/A
Tb11.43.0001	#N/A
Tb11.v5.0380	x
Tb11.v5.0386	x
Tb11.v5.0389	x
Tb11.v5.0571	x
Tb11.v5.0610	x
Tb11.v5.0622	x
Tb11.v5.0803	x
Tb11.v5.0804	x
Tb11.v5.0829	x
Tb11.v5.0840	x
Tb11.v5.0870	x
Tb11.v5.0906	x
Tb11.v5.0907	x
Tb11.v5.0908	x
Tb11.v5.0909	x
Tb11.v5.0910	x
Tb11.v5.0911	x
Tb11.v5.0912	x
Tb11.v5.0913	x
Tb11.v5.0914	x
Tb11.v5.0915	x
Tb11.v5.0916	x
Tb11.v5.0917	x
Tb11.v5.0918	x
Tb11.v5.0919	x
Tb11.v5.0920	x
Tb11.v5.0921	x
Tb11.v5.0924	x
Tb11.v5.0925	x
Tb11.v5.0926	x
Tb11.v5.0927	x
Tb11.v5.0929	x
Tb11.v5.0935	x
Tb11.v5.0936	x
Tb11.v5.0937	x
Tb11.v5.0938	x
Tb11.v5.0945	x
Tb11.v5.0948	x
Tb11.v5.0950	x
Tb11.v5.0951	x
Tb11.v5.0952	x
Tb11.v5.0953	x
Tb11.v5.0955	x
Tb11.v5.0956	x
Tb11.v5.0958	x
Tb11.v5.0979	x
Tb11.v5.0980	x
Tb11.v5.1024	x
Tb11.v5.1047	x
Tb11.1441	x
Tb927.11.18960	#N/A
Tb927.11.18970	#N/A
Tb927.11.18980	#N/A
Tb927.11.18990	#N/A
Tb927.11.19000	#N/A
Tb927.11.19040	#N/A
Tb927.11.19050	#N/A
Tb927.11.19060	#N/A
Tb927.11.19100	#N/A
Tb927.11.19110	#N/A
Tb927.11.19140	#N/A
Tb927.11.19150	#N/A
Tb927.11.19160	#N/A
Tb927.11.19170	#N/A
Tb927.11.19190	#N/A
Tb927.11.19200	#N/A
Tb927.11.19210	#N/A
Tb927.11.19220	#N/A
Tb927.11.19240	#N/A
Tb927.11.19280	#N/A
Tb927.11.19350	#N/A
Tb927.11.19390	#N/A
Tb927.11.19440	#N/A
Tb927.11.19460	#N/A
Tb927.11.19510	#N/A
Tb927.11.19770	#N/A
Tb927.11.19780	#N/A
Tb927.11.19920	#N/A
Tb927.11.19940	#N/A
Tb927.11.19950	#N/A
Tb927.11.19960	#N/A
Tb927.11.19970	#N/A
Tb927.11.20010	#N/A
Tb927.11.20310	#N/A
Tb927.11.20320	#N/A
Tb927.11.20330	#N/A
Tb927.11.20340	#N/A
Tb927.11.20360	#N/A
Tb927.11.20370	#N/A
Tb927.11.20380	#N/A
Tb927.11.20480	#N/A
Tb927.11.20530	#N/A
Tb927.11.20540	#N/A
Tb927.11.20580	#N/A
Tb927.11.20590	#N/A
Tb927.11.20600	#N/A
Tb927.11.20610	#N/A
Tb927.11.20620	#N/A
Tb927.11.20630	#N/A
Tb07.11L3.90	#N/A
Tb927.11.19260	#N/A
Tb11.1431	x
Tb11.v4.0039b	x
Tb927.11.19270	#N/A
Tb927.11.19230	#N/A
Tb927.11.19250	#N/A
Tb927.11.19340	#N/A
Tb927.11.20460	#N/A
Tb927.11.19290	x
Tb927.11.19550	#N/A
Tb927.11.19560	#N/A
Tb927.11.19720	#N/A
Tb927.11.19790	#N/A
Tb927.11.19930	#N/A
Tb927.11.20290	#N/A
Tb927.11.20060	#N/A
Tb927.11.19640	#N/A
Tb927.11.19670	#N/A
Tb927.11.19690	#N/A
Tb927.11.19890	#N/A
Tb927.11.19910	#N/A
Tb927.11.20210	#N/A
Tb927.11.20220	#N/A
Tb927.11.20230	#N/A
Tb927.11.20260	#N/A
Tb927.11.20270	#N/A
Tb927.11.20670	#N/A
Tb927.11.20280	#N/A
Tb927.11.20170	#N/A
Tb927.11.20680	#N/A
Tb927.11.20690	#N/A
Tb927.11.19430	#N/A
Tb927.11.19570	#N/A
Tb927.11.19610	#N/A
Tb927.11.19710	#N/A
Tb927.11.19740	#N/A
Tb927.11.20110	#N/A
Tb927.11.20180	#N/A
Tb927.11.20710	#N/A
Tb927.11.19420	#N/A
Tb927.11.19590	#N/A
Tb927.11.20130	#N/A
Tb927.11.20160	#N/A
Tb927.11.20200	#N/A
Tb927.11.20120	#N/A
Tb927.11.20140	#N/A
Tb927.11.20050	#N/A
Tb927.11.19580	#N/A
Tb927.11.19630	#N/A
Tb927.11.20020	#N/A
